Posi��o no dep�sito;Tipo de dep�sito;Corr.pos.dep.;Col.posi��o dep�sito;N�vel da posi��o;Subdiv.pos.dep.;Bloq.entr.dep�sito;Bloq.sa�da depos.;Estrutura;Tipo;Qtd. Caixas BIN ABASTECIMENTO;Desc_Tp;Desc_tipo_knapp
M20712020202;M100;M207;12;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020201;M100;M207;12;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020105;M100;M207;12;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020104;M100;M207;12;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020103;M100;M207;12;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020102;M100;M207;12;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20712020101;M100;M207;12;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020605;M100;M207;11;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020604;M100;M207;11;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020603;M100;M207;11;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020602;M100;M207;11;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020601;M100;M207;11;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020505;M100;M207;11;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020504;M100;M207;11;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020503;M100;M207;11;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020502;M100;M207;11;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020501;M100;M207;11;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020405;M100;M207;11;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020404;M100;M207;11;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020403;M100;M207;11;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020402;M100;M207;11;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020401;M100;M207;11;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020305;M100;M207;11;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020304;M100;M207;11;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020303;M100;M207;11;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020302;M100;M207;11;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020301;M100;M207;11;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020205;M100;M207;11;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020204;M100;M207;11;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020203;M100;M207;11;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020202;M100;M207;11;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020201;M100;M207;11;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020105;M100;M207;11;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020104;M100;M207;11;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020103;M100;M207;11;01;03;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020102;M100;M207;11;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20711020101;M100;M207;11;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020605;M100;M207;10;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020604;M100;M207;10;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020603;M100;M207;10;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020602;M100;M207;10;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020601;M100;M207;10;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020505;M100;M207;10;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020504;M100;M207;10;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020503;M100;M207;10;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020502;M100;M207;10;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020501;M100;M207;10;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020405;M100;M207;10;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020404;M100;M207;10;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020403;M100;M207;10;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020402;M100;M207;10;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020401;M100;M207;10;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020305;M100;M207;10;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020304;M100;M207;10;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020303;M100;M207;10;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020302;M100;M207;10;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020301;M100;M207;10;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020205;M100;M207;10;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020204;M100;M207;10;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020203;M100;M207;10;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020202;M100;M207;10;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020201;M100;M207;10;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020105;M100;M207;10;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020104;M100;M207;10;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020103;M100;M207;10;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020102;M100;M207;10;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20710020101;M100;M207;10;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020605;M100;M207;09;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020604;M100;M207;09;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020603;M100;M207;09;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020602;M100;M207;09;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020601;M100;M207;09;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020505;M100;M207;09;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020504;M100;M207;09;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020503;M100;M207;09;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020502;M100;M207;09;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020501;M100;M207;09;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020405;M100;M207;09;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020404;M100;M207;09;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020403;M100;M207;09;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020402;M100;M207;09;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020401;M100;M207;09;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020305;M100;M207;09;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020304;M100;M207;09;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020303;M100;M207;09;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020302;M100;M207;09;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020301;M100;M207;09;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020205;M100;M207;09;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020204;M100;M207;09;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020203;M100;M207;09;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020202;M100;M207;09;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020201;M100;M207;09;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020105;M100;M207;09;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020104;M100;M207;09;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020103;M100;M207;09;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020102;M100;M207;09;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20709020101;M100;M207;09;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020605;M100;M207;08;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020604;M100;M207;08;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020603;M100;M207;08;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020602;M100;M207;08;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020601;M100;M207;08;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020505;M100;M207;08;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020504;M100;M207;08;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020503;M100;M207;08;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020502;M100;M207;08;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020501;M100;M207;08;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020405;M100;M207;08;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020404;M100;M207;08;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020403;M100;M207;08;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020402;M100;M207;08;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020401;M100;M207;08;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020305;M100;M207;08;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020304;M100;M207;08;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020303;M100;M207;08;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020302;M100;M207;08;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020301;M100;M207;08;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020205;M100;M207;08;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020204;M100;M207;08;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020203;M100;M207;08;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020202;M100;M207;08;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020201;M100;M207;08;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020105;M100;M207;08;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020104;M100;M207;08;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020103;M100;M207;08;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020102;M100;M207;08;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20708020101;M100;M207;08;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020605;M100;M207;07;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020604;M100;M207;07;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020603;M100;M207;07;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020602;M100;M207;07;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020601;M100;M207;07;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020505;M100;M207;07;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020504;M100;M207;07;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020503;M100;M207;07;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020502;M100;M207;07;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020501;M100;M207;07;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020405;M100;M207;07;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020404;M100;M207;07;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020403;M100;M207;07;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020402;M100;M207;07;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020401;M100;M207;07;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020305;M100;M207;07;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020304;M100;M207;07;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020303;M100;M207;07;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020302;M100;M207;07;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020301;M100;M207;07;03;01;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020205;M100;M207;07;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020204;M100;M207;07;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020203;M100;M207;07;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020202;M100;M207;07;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020201;M100;M207;07;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020105;M100;M207;07;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020104;M100;M207;07;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020103;M100;M207;07;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020102;M100;M207;07;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20707020101;M100;M207;07;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020605;M100;M207;06;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020604;M100;M207;06;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020603;M100;M207;06;06;03;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020602;M100;M207;06;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020601;M100;M207;06;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020505;M100;M207;06;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020504;M100;M207;06;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020503;M100;M207;06;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020502;M100;M207;06;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020501;M100;M207;06;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020405;M100;M207;06;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020404;M100;M207;06;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020403;M100;M207;06;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020402;M100;M207;06;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020401;M100;M207;06;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020305;M100;M207;06;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020304;M100;M207;06;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020303;M100;M207;06;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020302;M100;M207;06;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020301;M100;M207;06;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020205;M100;M207;06;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020204;M100;M207;06;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020203;M100;M207;06;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020202;M100;M207;06;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020201;M100;M207;06;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020105;M100;M207;06;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020104;M100;M207;06;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020103;M100;M207;06;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020102;M100;M207;06;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20706020101;M100;M207;06;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020605;M100;M207;05;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020604;M100;M207;05;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020603;M100;M207;05;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020602;M100;M207;05;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020601;M100;M207;05;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020505;M100;M207;05;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020504;M100;M207;05;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020503;M100;M207;05;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020502;M100;M207;05;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020501;M100;M207;05;05;01;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020405;M100;M207;05;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020404;M100;M207;05;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020403;M100;M207;05;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020402;M100;M207;05;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020401;M100;M207;05;04;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020305;M100;M207;05;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020304;M100;M207;05;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020303;M100;M207;05;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020302;M100;M207;05;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020301;M100;M207;05;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020205;M100;M207;05;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020204;M100;M207;05;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020203;M100;M207;05;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020202;M100;M207;05;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020201;M100;M207;05;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020105;M100;M207;05;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020104;M100;M207;05;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020103;M100;M207;05;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020102;M100;M207;05;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20705020101;M100;M207;05;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020605;M100;M207;04;06;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020604;M100;M207;04;06;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020603;M100;M207;04;06;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020602;M100;M207;04;06;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020601;M100;M207;04;06;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020505;M100;M207;04;05;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020504;M100;M207;04;05;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020503;M100;M207;04;05;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020502;M100;M207;04;05;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020501;M100;M207;04;05;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020405;M100;M207;04;04;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020404;M100;M207;04;04;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020403;M100;M207;04;04;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020402;M100;M207;04;04;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020401;M100;M207;04;04;01;X;X;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020305;M100;M207;04;03;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020304;M100;M207;04;03;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020303;M100;M207;04;03;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020302;M100;M207;04;03;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020301;M100;M207;04;03;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020205;M100;M207;04;02;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020204;M100;M207;04;02;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020203;M100;M207;04;02;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020202;M100;M207;04;02;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020201;M100;M207;04;02;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020105;M100;M207;04;01;05;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020104;M100;M207;04;01;04;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020103;M100;M207;04;01;03;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020102;M100;M207;04;01;02;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20704020101;M100;M207;04;01;01;;;Perfumaria;Estanteria;2;Flowrack B01;B2ES
M20703010405;M100;M207;03;04;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010404;M100;M207;03;04;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010403;M100;M207;03;04;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010402;M100;M207;03;04;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010401;M100;M207;03;04;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010305;M100;M207;03;03;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010304;M100;M207;03;03;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010303;M100;M207;03;03;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010302;M100;M207;03;03;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010301;M100;M207;03;03;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010205;M100;M207;03;02;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010204;M100;M207;03;02;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010203;M100;M207;03;02;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010202;M100;M207;03;02;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010201;M100;M207;03;02;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20703010105;M100;M207;03;01;05;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20703010104;M100;M207;03;01;04;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20703010103;M100;M207;03;01;03;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20703010102;M100;M207;03;01;02;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20703010101;M100;M207;03;01;01;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20702010405;M100;M207;02;04;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010404;M100;M207;02;04;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010403;M100;M207;02;04;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010402;M100;M207;02;04;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010401;M100;M207;02;04;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010305;M100;M207;02;03;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010304;M100;M207;02;03;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010303;M100;M207;02;03;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010302;M100;M207;02;03;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010301;M100;M207;02;03;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010205;M100;M207;02;02;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010204;M100;M207;02;02;04;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010203;M100;M207;02;02;03;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010202;M100;M207;02;02;02;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010201;M100;M207;02;02;01;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
M20702010105;M100;M207;02;01;05;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20702010104;M100;M207;02;01;04;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20702010103;M100;M207;02;01;03;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20702010102;M100;M207;02;01;02;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20702010101;M100;M207;02;01;01;;;Perfumaria;Flowrack;6;Flowrack B01;AUTO
M20701010405;M100;M207;01;04;05;;;Perfumaria;Flowrack;5;Flowrack B01;AUTO
